,ASG002_U251MG_24H:A10,ASG002_U251MG_24H:A11,ASG002_U251MG_24H:A12,ASG002_U251MG_24H:B10,ASG002_U251MG_24H:B11,ASG002_U251MG_24H:B12,ASG002_U251MG_24H:B13,ASG002_U251MG_24H:B14,ASG002_U251MG_24H:B15,ASG002_U251MG_24H:C13,ASG002_U251MG_24H:C14,ASG002_U251MG_24H:C15,ASG002_U251MG_24H:C16,ASG002_U251MG_24H:C17,ASG002_U251MG_24H:C18,ASG002_U251MG_24H:D10,ASG002_U251MG_24H:D11,ASG002_U251MG_24H:D12,ASG002_U251MG_24H:D22,ASG002_U251MG_24H:D23,ASG002_U251MG_24H:D24,ASG002_U251MG_24H:E19,ASG002_U251MG_24H:E20,ASG002_U251MG_24H:E21,ASG002_U251MG_24H:E22,ASG002_U251MG_24H:E23,ASG002_U251MG_24H:E24,ASG002_U251MG_24H:F01,ASG002_U251MG_24H:F02,ASG002_U251MG_24H:F03,ASG002_U251MG_24H:F16,ASG002_U251MG_24H:F17,ASG002_U251MG_24H:F18,ASG002_U251MG_24H:G13,ASG002_U251MG_24H:G14,ASG002_U251MG_24H:G15,ASG002_U251MG_24H:G16,ASG002_U251MG_24H:G17,ASG002_U251MG_24H:G18,ASG002_U251MG_24H:G22,ASG002_U251MG_24H:G23,ASG002_U251MG_24H:G24,ASG002_U251MG_24H:H17,ASG002_U251MG_24H:H18,ASG002_U251MG_24H:J04,ASG002_U251MG_24H:J05,ASG002_U251MG_24H:J06,ASG002_U251MG_24H:J10,ASG002_U251MG_24H:J11,ASG002_U251MG_24H:J12,ASG002_U251MG_24H:J19,ASG002_U251MG_24H:J20,ASG002_U251MG_24H:J21,ASG002_U251MG_24H:K22,ASG002_U251MG_24H:K23,ASG002_U251MG_24H:K24,ASG002_U251MG_24H:L10,ASG002_U251MG_24H:L11,ASG002_U251MG_24H:L12,ASG002_U251MG_24H:L16,ASG002_U251MG_24H:L17,ASG002_U251MG_24H:L18,ASG002_U251MG_24H:M07,ASG002_U251MG_24H:M08,ASG002_U251MG_24H:M09,ASG002_U251MG_24H:M22,ASG002_U251MG_24H:M23,ASG002_U251MG_24H:M24,ASG002_U251MG_24H:N22,ASG002_U251MG_24H:N23,ASG002_U251MG_24H:N24,ASG002_U251MG_24H:O10,ASG002_U251MG_24H:O11,ASG002_U251MG_24H:O12,ASG002_U251MG_24H:P16,ASG002_U251MG_24H:P17,ASG002_U251MG_24H:P18
GBM_onc,1.979014841099217,0.22195652639974323,0.3797075816794875,0.2345238280209051,1.0898196485360623,0.6398569208555883,0.9153469493757271,-0.17355040270938732,0.07719627679092707,1.7282834117789407,0.021767513872085156,0.41028560771638667,2.994208169211969,1.7042864256003851,1.0935464704064146,4.688114487247052,3.4644973672637756,3.489675372113485,-0.14028214953886994,0.8408851889033073,0.7737522410874911,0.6912979189283611,0.32461490388244907,0.6127815266179039,-0.044979634111415756,1.2316425837036111,0.1856745229894194,0.42619215868374205,-0.5612510960473825,0.045151871034000035,0.15331765074365283,1.1306337434784988,0.09528318271138819,3.2534389028510757,0.3858165897304162,0.19573356767227623,-0.09873718021005064,0.19150560227000551,-0.3858212423866287,2.3526978012693114,0.6834384436517859,0.30324103731017815,0.493383656571101,0.00944782863609439,0.7459699725264568,0.48410271809811256,-0.0987213687130386,0.7587589098872703,0.018159832836157824,0.010231170120174604,0.33574639914490195,0.02050520332194944,-0.8955459411541067,-0.2179097905457177,0.2318323281214547,-0.13975670485845598,2.389285309134597,0.5535251983911755,-0.5714218521290869,0.5710189848446611,-0.5740576923013951,0.6287673966009171,0.2010331113300841,0.5876669750992289,1.0041395236991941,0.4314817864643985,-0.8128808323994242,-0.18016568435305252,2.5319882578516513,0.03343386569074061,0.17861540302992662,0.3111459480092027,-0.03083874534712755,-0.2911517382825377,1.4142419099417594,1.510779787809442,0.047219806672817555
GBM_survival,-7.817738692154508,14.05597883068538,1.2306097633217221,-3.6645862893251966,4.4398501098028635,10.295291839196368,-8.553704745659129,1.1562561043952941,-8.301178121850601,-4.424823331781999,-0.2947890761722589,-8.084118324384802,5.698504816866998,-15.830032132295873,9.259259722739888,5.986644535366745,6.412201621026129,5.043442199748233,3.9897723594601073,-2.89816562550649,4.417684749759948,-0.5629651162921201,12.502469299219342,-1.8275830942087943,-2.765661291558448,0.6255684486135271,21.871067677004643,2.48193510484827,9.14753737358913,-8.781862628853393,-8.897268534293632,-8.325789868208599,-0.06827265729382415,5.32242608778691,-0.3962466359723238,9.068361404851098,10.012486543690777,13.84835579659538,1.3750435819583173,3.4674715725319936,4.684433002352911,5.780864386798196,6.3758603937221725,1.3301853697732327,5.9734712383383055,-4.251575084555839,7.5061847535188,-18.387241740916046,-8.48052029922401,11.277352108973012,5.41599031819871,-9.445170052532212,0.8012620565177535,8.616207455614013,10.361593363337388,12.176736711280496,-16.709185311239843,-19.044110414335425,-2.204662288466566,-6.2417296819485255,-0.2959048749705686,-5.31956132398783,12.350910533763427,8.713572115789608,-8.080023930541078,7.316094966590337,0.6715655674319763,12.226618301148745,5.37869516885169,-14.370422912179896,-10.126190922473793,1.9449039896380482,7.740378172785546,5.423406721692837,2.78369488954971,9.892768786893704,3.311670826816871
