,ASG002_U251MG_24H:A10,ASG002_U251MG_24H:A11,ASG002_U251MG_24H:A12,ASG002_U251MG_24H:C16,ASG002_U251MG_24H:C17,ASG002_U251MG_24H:C18,ASG002_U251MG_24H:D22,ASG002_U251MG_24H:D23,ASG002_U251MG_24H:D24,ASG002_U251MG_24H:E19,ASG002_U251MG_24H:E20,ASG002_U251MG_24H:E21,ASG002_U251MG_24H:E22,ASG002_U251MG_24H:E23,ASG002_U251MG_24H:E24,ASG002_U251MG_24H:F01,ASG002_U251MG_24H:F02,ASG002_U251MG_24H:F03,ASG002_U251MG_24H:F16,ASG002_U251MG_24H:F17,ASG002_U251MG_24H:F18,ASG002_U251MG_24H:G16,ASG002_U251MG_24H:G17,ASG002_U251MG_24H:G18,ASG002_U251MG_24H:H17,ASG002_U251MG_24H:H18,ASG002_U251MG_24H:J10,ASG002_U251MG_24H:J11,ASG002_U251MG_24H:J12,ASG002_U251MG_24H:J19,ASG002_U251MG_24H:J20,ASG002_U251MG_24H:J21,ASG002_U251MG_24H:K22,ASG002_U251MG_24H:K23,ASG002_U251MG_24H:K24,ASG002_U251MG_24H:L10,ASG002_U251MG_24H:L11,ASG002_U251MG_24H:L12,ASG002_U251MG_24H:L16,ASG002_U251MG_24H:L17,ASG002_U251MG_24H:L18,ASG002_U251MG_24H:M07,ASG002_U251MG_24H:M08,ASG002_U251MG_24H:M09,ASG002_U251MG_24H:M22,ASG002_U251MG_24H:M23,ASG002_U251MG_24H:M24,ASG002_U251MG_24H:O22,ASG002_U251MG_24H:O23,ASG002_U251MG_24H:O24,ASG002_U251MG_24H:P16,ASG002_U251MG_24H:P17,ASG002_U251MG_24H:P18
COL1A1,-0.1496187249819441,-0.03076849381128977,-0.2133937875429792,-0.3490689794222517,-0.06124411026636789,0.2693814237912493,0.1318816145261126,0.2649811704953509,0.6990312536557513,0.125330825646718,0.1659063299496966,-0.0178185502688093,0.06453122695287039,-0.5371938745180769,0.1283310850461321,-0.1519688169161482,0.1760314901669817,0.01858129103978445,0.07308139403661063,-0.1397937337557478,0.4437312086423235,0.3055314024289446,-0.02776918808619211,0.03413095076878836,-0.1791437665621443,-0.2456687490145368,-0.0951190988222761,0.1662310560544329,0.09948148330052664,0.1980561216672259,-0.001218895117442109,0.60808124144872,-0.3859187165896101,-0.3035687009493513,-0.3098188440004987,-0.4764939347902937,0.1762813528378802,0.1000813444455462,-0.1195689241091413,-0.2135687867800398,-0.2018688718477888,0.3019808729489641,-0.004918674627940156,0.5262812574704485,0.0771812399228411,0.1810311277707415,0.01073159774144461,-0.003069023291270234,0.3562311132748919,0.2336310346921282,-0.1382685701052351,0.277181526025136,-0.2795187036196394
COL4A1,1.385431369145711,0.3456316788991289,0.4164810975392657,2.8194313844045,2.502830584843953,0.774906237920125,0.9636803468068438,0.3235312302907305,-0.1939934889475508,0.8892803986867266,0.02030571301778128,-0.2837189833323164,0.3019309838612871,-0.3197187582651777,-0.3251189390818281,0.06083114941914847,0.1230564912160235,0.06948097546895315,-0.06956855456034372,-0.3495692412058515,-0.1630686918894453,-0.1019686857859297,-0.09016887346903513,0.2057810624440508,-0.02641956011454294,-0.3404692808787031,0.3064809640248614,-0.06686917940775583,0.1588311990102129,-0.9031190077463789,-0.2588190237681074,-0.3901690642038984,0.3308053811391192,0.5920811494191485,1.110231479008992,-0.1258687178293867,-0.1939934889475508,0.1241308053334551,-0.5951694647471113,0.1221314271291094,-0.1502188841501875,-0.4808186690012617,0.2852812608083086,-0.2966937224070234,-0.6525687376658125,-0.06811896959940622,-0.3417195479075117,2.994281848271688,0.8211804231007891,-0.1770190397898359,-0.2551688353220625,-0.1758193174997968,-0.2204188505808515
COPB2,-0.6568419933319092,-0.01474165916442871,-0.3734920024871826,-0.4807412624359131,-0.1592919826507568,-0.4458920955657959,-0.178842306137085,0.1626579761505127,0.1400339603424072,0.3479082584381104,0.2062332630157471,0.295208215713501,0.3344576358795166,-0.07754111289978027,0.06925797462463379,-0.08009219169616699,-0.2971913814544678,0.1300585269927979,0.1626579761505127,0.04185795783996582,0.381608247756958,0.3601830005645752,0.1061079502105713,0.5828077793121338,0.1863081455230713,0.02265763282775879,0.3588583469390869,0.03370785713195801,0.3479082584381104,0.8611080646514893,-0.07484221458435059,0.3789083957672119,0.1273577213287354,0.1319830417633057,-0.1948411464691162,0.4810583591461182,-0.05874228477478027,0.3344576358795166,0.2178575992584229,0.3601830005645752,0.2777578830718994,-0.1307923793792725,-0.1680915355682373,0.1593573093414307,0.157207727432251,0.2427084445953369,0.4896585941314697,-0.1507918834686279,0.1314079761505127,-0.05874228477478027,0.8172581195831299,1.050058603286743,0.09100842475891113
COPS7A,-1.574270884195963,-0.2159210840860997,0.07415421803792377,1.27267869313558,-0.2485462824503575,-0.3055206934610997,0.6353295644124355,1.688079198201498,-0.190770785013834,0.8217290242513027,1.834604581197103,-0.5228459040323887,-0.03147093454996686,1.122679074605307,0.02492936452229877,-0.08932081858316998,0.5593789418538417,0.6504290898640956,1.717178662618002,-2.140596071879068,0.8854792912801113,-0.9621712366739903,-0.9226957956949864,2.075279553731283,0.9756043752034511,0.8638785680135097,0.2162793477376308,0.5501292546590175,1.250179608662924,1.038978894551596,1.043979008992514,1.115429242451986,-0.7214705149332676,-0.1925703684488926,0.05607827504475971,-0.009620348612466856,-0.1492706934610997,0.8431294759114589,1.871129353841146,1.919429143269857,0.980228741963705,-1.794420878092447,-0.9098707834879551,-1.282470385233561,-0.3888708750406895,-0.8133207956949864,-0.82632033030192,1.2215789159139,-1.203220049540201,-0.555720965067545,0.9506543477376308,1.022079785664877,-0.9247709910074864
COQ8A,0.06829611460367824,0.03507081667582179,-0.003054221471150864,-0.140529235204061,-0.3751042683919272,-0.1801040967305503,0.0792457262674966,0.01924578348795558,-0.1921041806538901,-0.08277924855550145,-0.2891043027242026,-0.005454142888387192,0.2731458346048989,-0.1287043889363608,0.01744572321573878,-0.2347043355305991,-0.02075417836507176,-0.2043042977650962,0.02354590098063136,-0.3162792523701987,0.07207075754801417,0.1079956690470376,0.01512066523234035,0.2982460657755532,-0.07640441258748387,0.01479570070902492,0.2316958109537759,-0.09285434087117528,0.1067206064860025,0.0712954203287759,-0.07155426343282079,0.1112457911173501,-0.002554257710774888,-0.203529198964437,-0.3294542630513511,-0.2603541215260825,-0.3343542416890464,0.02789560953776027,0.0712954203287759,0.02354590098063136,0.00419584910074855,0.1207205454508462,0.07339588801066066,0.03894583384195949,0.08039585749308253,-0.1193540891011557,0.1187454859415689,0.4380456606547036,0.1294957796732583,-0.2332542737325034,-0.1707044442494712,-0.585954268773397,-0.2446041901906333
CORO1A,-0.5983290672302246,0.4569211006164551,0.6169705390930176,0.5716710090637207,0.7686209678649902,0.6341214179992676,0.5556206703186035,0.5879206657409668,0.5017209053039551,0.4322209358215332,0.522270679473877,-0.862429141998291,0.7235455513000488,0.6087956428527832,0.3332209587097168,0.4098458290100098,-0.01152944564819336,0.1730713844299316,-0.5746040344238281,0.4827961921691895,0.5463204383850098,0.3933205604553223,0.8375706672668457,0.1902213096618652,0.6027703285217285,0.2975211143493652,0.7980208396911621,-0.005078792572021484,0.4183716773986816,0.5175461769104004,0.273470401763916,0.3812708854675293,-0.5627789497375488,-0.6472034454345703,0.1524205207824707,0.2648701667785645,-0.01707887649536133,0.1738705635070801,0.4188714027404785,0.003321170806884766,0.1156210899353027,0.1075711250305176,-0.2974791526794434,0.305321216583252,0.5554709434509277,0.2030205726623535,-0.2875790596008301,0.2459959983825684,-0.7680788040161133,0.3209710121154785,0.3681454658508301,0.2700457572937012,-0.01932907104492188
CPNE3,-0.1061909198760986,-0.2395918369293213,-0.4548408985137939,0.2070090770721436,0.2011086940765381,-0.3161165714263916,-0.3223917484283447,0.116708517074585,-0.20229172706604,0.01170897483825684,-0.1843912601470947,-0.28719162940979,-0.1462414264678955,-0.3828423023223877,-0.03264164924621582,-0.3452913761138916,-0.03239178657531738,-0.04209160804748535,0.01470828056335449,-0.3102915287017822,-0.03774189949035645,0.1462085247039795,-0.2123911380767822,0.1099584102630615,-0.1042912006378174,-0.1370918750762939,-0.4753916263580322,-0.2456915378570557,-0.1361420154571533,0.1377589702606201,-0.04616665840148926,0.06780886650085449,-0.1624414920806885,-0.1794407367706299,-0.3102915287017822,-0.4519913196563721,-0.3472912311553955,0.1724088191986084,0.1571586132049561,0.04195857048034668,0.09025835990905762,-0.0004913806915283203,0.1299083232879639,0.2148082256317139,0.1057584285736084,0.3198592662811279,0.3561580181121826,0.3561580181121826,0.3026587963104248,0.267108678817749,0.3334586620330811,0.5588080883026123,0.2153079509735107
CPSF4,1.046495914459229,0.004895687103271484,-0.1054291725158691,-0.03760480880737305,0.2545952796936035,0.5488457679748535,0.1181960105895996,0.05109548568725586,0.0002961158752441406,0.008745670318603516,0.04369592666625977,0.3309464454650879,-0.02190446853637695,0.1574959754943848,-0.1445040702819824,0.2334456443786621,0.2523455619812012,-0.05995416641235352,0.03239583969116211,0.301445484161377,-0.3181042671203613,-0.3206038475036621,0.1390957832336426,-0.141355037689209,0.04369592666625977,-0.2040047645568848,-0.222954273223877,-0.08450460433959961,-0.1006789207458496,-0.1862540245056152,-0.04760503768920898,-0.09355401992797852,0.200645923614502,-0.414029598236084,-0.06835508346557617,-0.2647547721862793,-0.06670427322387695,-0.5766539573669434,0.008745670318603516,-0.04675436019897461,-0.2347540855407715,0.09509515762329102,-0.1950039863586426,-0.3113799095153809,0.157045841217041,-0.3674540519714355,-0.3877787590026855,-0.2712550163269043,-0.1385045051574707,0.1915955543518066,-0.2622790336608887,-0.2246546745300293,0.1273465156555176
CREB1,0.2549626429875689,-0.1101873318354292,0.06948777039845755,-0.2082875172297163,-0.108487407366435,0.5247375567754107,-0.0005376736323041698,-0.03468779722849558,0.2710125048955279,0.2353126605351763,0.1939375003178911,0.2469374736150103,-0.1142871777216596,0.2048122485478716,0.0009629329045610646,0.4349624713261919,0.7972623904546099,-0.2024872700373335,-0.2123372952143354,-0.02058724562327097,0.007412632306416533,0.2395627101262408,0.1912624438603716,-0.09998683134714792,-0.1037376324335737,0.1857130130132036,0.5031125148137408,-0.1046874920527143,0.08053751786549856,0.2669121821721392,-0.02876261870066354,0.1343376239140825,0.2291624148686724,-0.06193713347117136,0.03001280625661185,-0.1414125363032026,0.3095624049504595,-0.006612579027811982,-0.0818875233332319,-0.07788733641306589,-0.1381867329279585,0.01411267121632864,0.1460373004277544,-0.1570871273676557,0.2703125079472857,0.1663124163945513,-0.05323771635691354,-0.3899619976679487,-0.2120373646418257,0.1824624141057329,-0.1564371983210249,-0.1083624760309858,-0.21758774916331
CREG1,1.91275695959727,0.132206479708354,-0.04509349664052298,0.9515057007471723,0.255281488100688,0.4544063011805219,-0.169393976529439,0.1015563408533735,0.2715311447779341,0.1733065048853559,0.1552815834681196,-0.1181187232335406,0.1474562088648481,-0.1284932692845659,0.07700685660044382,-0.1337923606236773,0.1195564667383833,-0.5246438582738238,0.1346564690272016,3.24720577398936,0.1521563927332563,0.4971065918604536,0.03955654303232858,0.291080991427104,0.16538147131602,0.2199063698450727,0.01005653540293405,-0.06999393304189017,0.1887817780176801,0.7357063690821333,0.4935560623804731,0.2250562111536665,0.1669068733851118,3.328506509462993,-0.6265439589818316,0.6899309555689497,-0.006693800290425322,0.1116066376368208,0.1009569565455122,0.09080652395884226,-0.009518583615620635,0.08500675360361765,-0.1728186209996538,0.0520563522974653,-0.09239383538564017,0.1885567108790083,0.06588176886240671,0.9197063843409223,-0.0136937697728472,-0.1357431014378863,0.749706308046977,0.8180065552393598,0.03683141867319772
CRELD2,0.8624313275019331,-0.3380186160405474,-0.3373186190923052,0.03445605436960886,0.07223109404246042,0.5497816006342573,0.1049316326777143,-0.7321936686833697,-0.4257185061772661,-0.3279196818669634,0.2489812771479292,-0.2196685870488482,-0.4880935748418169,-0.07649393876393606,-0.300518711407979,0.8768814007441206,0.321981231371562,0.03203133742014597,-0.3519184192021685,0.1345308224360151,-0.1759187777837115,-0.1286189158757525,0.2600315014521284,-0.5399186213811236,-0.1285688479741411,-0.4889185031255083,-0.3669683535893755,-0.0761186679204302,-0.2513691981633501,0.1465814510981245,-0.6352688868840533,-0.9700686534245806,-0.4084436496098833,-0.2189189990361529,-0.02006884415944388,0.1192815701166792,0.2902810970942182,-0.1732685168584185,0.351731101671855,-0.5058185656865435,-0.5493690570195513,1.197755614916484,-0.269118507703145,-0.3574182589848833,0.2095811764399214,-0.593118866284688,-0.9263183673222857,-0.2987687190373736,-0.5475189288457232,-0.6496688922246294,-0.2292186816533404,-0.4471938212712603,-0.564218719800313
CRK,-0.552297830581665,-0.1490728855133057,0.04715228080749512,-0.4179728031158447,-0.2271978855133057,-0.2790224552154541,-0.1431725025177002,0.08127665519714355,0.07480216026306152,-0.1305229663848877,-0.1314232349395752,-0.2445728778839111,0.1906516551971436,-0.06662297248840332,-0.09907269477844238,0.1327769756317139,0.1025264263153076,0.2477519512176514,-0.03627324104309082,-0.300222635269165,0.007452726364135742,-0.006772279739379883,-0.2733223438262939,-0.1073734760284424,-0.217972993850708,0.3195769786834717,0.05517745018005371,0.2824771404266357,0.2084271907806396,0.1625773906707764,0.0269773006439209,-0.1664230823516846,-0.1537230014801025,0.2681519985198975,-0.1540729999542236,-0.03907322883605957,0.004426717758178711,0.2838771343231201,-0.1284477710723877,-0.1958229541778564,-0.0456230640411377,0.08127665519714355,0.2108771800994873,-0.08232235908508301,0.1596267223358154,-0.02272248268127441,0.6346766948699951,-0.04312252998352051,-0.0927727222442627,-4.408547639846802,-0.4552481174468994,-0.521622896194458,-4.72117280960083
CRKL,-0.1533479690551758,-0.5906476974487305,0.3456525802612305,0.9212522506713867,0.4862022399902344,0.7216024398803711,0.7935514450073242,0.2301521301269531,0.01622772216796875,0.2159271240234375,0.2005519866943359,0.3685522079467773,0.3576021194458008,-0.6619729995727539,0.2005519866943359,-0.4268980026245117,-0.2839975357055664,0.3202028274536133,-0.04509830474853516,0.2100019454956055,0.2096023559570312,-0.3209981918334961,0.5378026962280273,0.5168523788452148,-0.559147834777832,0.4475526809692383,0.2558021545410156,-0.04214763641357422,-0.2158975601196289,0.2081518173217773,0.1867771148681641,-0.3660974502563477,0.04595279693603516,0.1759023666381836,0.4900274276733398,0.3424768447875977,0.06815242767333984,0.03000259399414062,0.3874025344848633,-0.07384777069091797,0.219477653503418,0.2138528823852539,0.1070528030395508,-0.2883481979370117,0.3642520904541016,-0.04749774932861328,0.01225185394287109,0.05070209503173828,-0.1166477203369141,-0.2696981430053711,-0.3812980651855469,0.3539276123046875,-0.348973274230957
CRTAP,-0.6428999900817871,-0.5617003440856934,0.1461749076843262,0.5511746406555176,0.1085247993469238,-0.2814750671386719,-0.1649250984191895,0.1745753288269043,-0.2176752090454102,-0.4347000122070312,0.2883501052856445,-0.1802749633789062,-0.05312490463256836,0.220374584197998,-0.2526249885559082,-0.303950309753418,-0.7917256355285645,-0.1194748878479004,-0.2797255516052246,-0.5585246086120605,0.6287493705749512,0.4077248573303223,-0.3938250541687012,0.5229744911193848,0.0836496353149414,0.437624454498291,-0.06260013580322266,-0.457974910736084,0.2042498588562012,0.9942746162414551,0.4225754737854004,0.04032468795776367,-0.1186256408691406,0.6428751945495605,-0.4723000526428223,0.2564249038696289,0.06925010681152344,-0.131624698638916,0.05707502365112305,0.5271248817443848,0.3830752372741699,-0.2128252983093262,0.01060009002685547,-0.2805752754211426,0.1009750366210938,0.4691243171691895,0.5807747840881348,-0.1620755195617676,0.2164750099182129,-0.6396503448486328,0.7729001045227051,0.5904250144958496,0.2815999984741211
CRYZ,-0.1302419503529872,-0.3012920220692958,-0.3234916528066005,-0.2130418618520107,-0.5294414361317958,-0.3790908654530849,-0.2665420373280849,-0.07224138577779193,0.05825845400492291,-0.594991286595663,-0.1728912194569912,-0.3497920831044521,-0.2415920098622646,-0.3070665200551357,-0.2142921288808193,-0.3170419534047451,-0.08894117673238178,-0.1966167291005458,-0.07359083493550678,-0.2508416970570888,-0.01526697476704975,-0.001391967137655215,-0.1266914208730068,0.02720872561136822,-0.04964121182759662,0.100208679835001,-0.1493411858876552,0.1070579687754307,0.07170812288920025,0.4042581717173253,0.1436084906260167,0.04855767885843854,-0.4482913812001552,-0.1026912530263271,-0.5626417001088466,-0.2725921471913662,0.1578087011973057,0.2653583685557042,0.03690759340921979,0.1936077276865635,0.0241083304087315,0.146809021631876,0.2850584189097081,0.3542083899180088,-0.2324415047963466,0.1699089209238682,-0.1676421960194912,-0.2087417443593349,-0.07359083493550678,0.05825845400492291,0.01153318087259869,0.1946081320444737,-0.2114921410878505
CSK,-0.7346042792002363,-0.9882291952768965,-0.4414295355478925,-0.4246544043223066,-0.2505792776743574,0.06079634030659964,0.6312957604726153,-0.5637292067209883,0.5648957093556719,0.3430209954579668,0.502895911534627,0.1829706033070879,0.6054712136586504,0.2225457032521563,0.4460950692494707,0.03274591763814261,-0.02492944399515817,-0.6281046072642011,-0.3694543043772383,0.1826706727345782,0.5036454995473223,-0.4992040793100996,0.06819589932759573,0.1581955750783282,0.1642952760060625,0.1709953149159746,-0.3305291334788008,-0.731054226557414,0.06467064221700003,-0.3686041037241621,-0.2213544050852461,-0.3698043028513593,0.7819457848866778,0.6630454858144121,0.2740455468495684,-0.7355541388193769,0.03822096188863089,0.1038957436879473,0.08964594205220511,0.3178459008534746,0.3725958665211992,-0.1300543944040937,0.04714544614156058,0.2170453866322832,0.429195960362752,-0.5861539045969648,-0.02840463320414255,-0.2706789175669355,0.2456956704457598,0.4035459359486895,0.3180456956227617,-0.1032542387644453,0.6348462899525957
CSNK1A1,-0.6965815623601275,-0.5325562556584673,0.1746442715326948,-0.3093063433965044,-0.2098567088445025,-0.1446058352788286,-0.3956062396367388,0.00561885039011667,-0.2625562747319536,-0.007230957349141143,-0.2931558688481646,-0.01420613129933646,-0.2796566088994341,-0.09053107102711966,0.006443301836649873,0.1977427403132124,0.481344024340312,0.1076195637385053,0.1761687199274702,-0.1324064334233599,-0.1511060794194536,-0.1383311351140337,-0.3366062243779497,-0.1934563716252642,-0.1446058352788286,-0.01225586732228567,0.3536188999811811,0.3771188656489057,0.1043441692988081,0.3872440258661909,-0.3101555903752642,-0.1867563327153521,-0.2876317103703814,0.1280935208002729,-0.2522565921147661,0.7879932324091596,0.3504436413447065,0.2696440617243452,-0.5180065234502154,-0.02195616563161185,0.1055944363276167,0.2644937435785932,-0.1861559947331743,0.05209378401438425,-0.1521308024724322,-0.2249061663945513,-0.2876317103703814,0.1360443035761518,0.2322938839594526,0.2759435574213667,0.4197938839594526,-0.005056579907734893,-0.0430061419804888
CSNK1E,1.274198214213053,-0.2309020360310878,-0.1099513371785488,0.8193985621134434,1.04749838511149,0.5269982020060215,-0.3856519063313808,-0.2019017537434902,0.5613981882731114,0.5967480341593419,0.3883473078409825,-0.05660184224446674,0.5433975855509434,-0.2254517873128261,-0.05970223744710346,-0.001251538594564394,0.1882979075113926,0.4438978830973301,-0.0649274190266933,0.4945227305094395,-0.1046021779378261,-0.2302020390828456,0.3218733469645176,0.2100979487101231,0.06099859873453717,-0.3522017796834316,0.2723480860392247,0.1868235270182286,-0.3474019368489589,0.3830734888712559,-0.1483023961385097,0.339147249857584,0.3851229349772129,-0.1570018132527675,0.7670981089274083,0.002197901407877012,0.4490486780802403,-0.06135209401448627,0.624547640482584,-0.007176717122396425,0.4159981409708653,0.6934982935587559,0.4643475214640294,0.2773977915445958,0.2404982248942051,0.2937227884928379,0.1551977793375645,0.8555485407511387,0.2720982233683262,0.1193977991739903,0.5955483118693028,-0.06415208180745502,-0.02695115407308002
CSNK2A2,0.3677250544230146,0.2758995691935224,-0.3431995709737139,0.6488997141520185,-0.2815001805623369,-0.1636999448140459,0.4321495691935224,-0.462725480397542,-0.3907502492268877,0.03657499949137399,-0.3919494946797686,-0.4651501973470049,-0.1789000829060869,0.6309506098429365,-0.2761004765828448,0.0541998545328779,0.1021496454874677,0.172500292460124,-0.4343508084615069,-0.2668498357137041,-0.3342498143513994,-0.3405497868855791,-0.06292517979939749,-0.5098002751668291,-0.1369498570760088,0.1618744532267256,0.4139000574747724,0.1255003611246748,-0.3051002820332842,-0.2084501584370928,-0.5086000760396319,-0.5994504292805987,0.1179997126261396,-0.3933499654134112,-0.3911498387654619,0.4593998591105146,-0.290049870808919,-0.335500081380208,-0.2614997227986651,-0.4114001592000323,-0.3602999051411944,0.334025065104167,0.2246491114298506,0.1337000528971357,0.1929499308268232,-0.4457500775655108,-0.7443497975667315,0.05375067392985056,-0.6217001279195147,-0.3940742810567217,0.07147471110026071,-0.3309496243794756,-0.1495498021443682
CSRP1,-0.6434793472290039,-0.1171283721923828,0.002820968627929688,-1.053228378295898,-0.95660400390625,-0.01187896728515625,-0.8379793167114258,-1.686629295349121,0.2116708755493164,-0.00102996826171875,-0.03782844543457031,0.103271484375,-0.2432794570922852,-0.2738790512084961,-0.2880792617797852,-0.04747962951660156,-0.1662044525146484,-0.06442928314208984,-0.4879789352416992,0.3181705474853516,-0.1591796875,-0.2880792617797852,-0.2301788330078125,0.08297061920166016,0.2227210998535156,-0.3002796173095703,-1.777029037475586,-0.6395282745361328,-0.01187896728515625,0.3508205413818359,-0.2533292770385742,-1.561979293823242,-0.318328857421875,-0.7770290374755859,-1.649429321289062,-2.118978500366211,0.6751708984375,0.2149209976196289,-0.1222286224365234,0.007421493530273438,-0.07672882080078125,0.3036212921142578,-0.4017791748046875,0.2380208969116211,-0.01347923278808594,-0.2008285522460938,-0.1096286773681641,-2.08367919921875,0.3136205673217773,-0.08947944641113281,-0.1120796203613281,-1.571529388427734,0.568720817565918
CTNNAL1,-1.776345610618591,-0.3377703428268433,-0.6683706045150757,-0.9311212301254272,-0.8299459218978882,-1.145470976829529,0.002729058265686035,0.07652914524078369,0.143079400062561,-0.9743460416793823,0.07705366611480713,-0.5681208372116089,0.1060043573379517,-0.1867207288742065,0.200229287147522,-0.3077710866928101,-0.2195209264755249,-1.300520777702332,-0.7842706441879272,-0.9161704778671265,0.1835790872573853,-0.7492707967758179,-0.1360949277877808,0.3601785898208618,-1.305720686912537,-0.922721266746521,0.4620786905288696,0.5121790170669556,-0.199971079826355,-0.5379709005355835,0.168129563331604,-0.7002214193344116,0.3506790399551392,-0.8176711797714233,0.1320291757583618,0.4672790765762329,0.3610292673110962,0.1770292520523071,0.05137884616851807,0.1757799386978149,0.08587896823883057,0.1111036539077759,-0.7033456563949585,-0.3240212202072144,0.0263291597366333,0.1377283334732056,-0.2903708219528198,-0.2500208616256714,0.0696789026260376,-0.09982144832611084,-1.934570670127869,-0.8351210355758667,-0.162070631980896
CTNND1,1.715437650680542,0.3583877086639404,0.08478713035583496,1.228437185287476,1.382787466049194,1.282537221908569,0.2025372982025146,-0.1771118640899658,0.02843737602233887,0.483687162399292,0.3718383312225342,0.2619369029998779,0.01493716239929199,0.7611873149871826,0.1137874126434326,0.9685876369476318,0.533287763595581,0.1683375835418701,-0.4267628192901611,0.615487813949585,-0.5346119403839111,-0.6332619190216064,0.4495875835418701,-0.4484627246856689,0.2175872325897217,-0.3132126331329346,-0.7336628437042236,-0.555462121963501,-0.5612623691558838,-0.2720377445220947,-0.4456627368927002,-0.5837128162384033,0.1247870922088623,-0.6358625888824463,0.2873380184173584,-0.5084125995635986,-0.03936314582824707,-0.6699621677398682,0.4021632671356201,-0.4315121173858643,-0.1060125827789307,0.3114879131317139,-0.3063623905181885,-0.3510124683380127,0.4524877071380615,-0.5629122257232666,-0.3612625598907471,0.234912633895874,-0.7159626483917236,0.1538131237030029,0.1170871257781982,0.3370883464813232,0.4219377040863037
CTSD,1.478955427805582,0.1650563875834141,0.217806975046793,0.2314063707987462,0.9254562060038243,0.7126056353251133,-0.0293434460957851,-0.2082432111104335,0.2586814562479649,0.5964557329813633,0.3490564028422032,0.4330560366312657,0.6293565432230626,0.8183070818583165,0.7752563158671055,0.9563056627909337,0.6229564348856602,0.0927564303080235,0.06030575434366803,0.7533561388651524,-0.2924192746480312,-0.5761440594991054,-0.2587440808614101,-0.2644937833150234,-0.04934390385945697,-0.2909439404805507,-0.3416441281636562,-0.2765692075093593,0.2494060198465977,0.08785645167032818,-0.3013943036397304,-0.2683933575948085,0.4567557970682774,-0.4455440839131679,0.1650563875834141,0.112755934397379,0.2728053728739415,-0.4187439282735195,0.007906119028726621,-0.1289938290913906,-0.0623939832051601,0.5834056536356602,0.1439563433329258,-0.1570938428243007,0.5377561251322422,-0.2372434933980312,-0.378393967946371,0.6133062044779454,-0.2947433789571132,0.6133062044779454,0.5042564074198399,0.2040559450785313,0.2073566118876133
CTSL,-0.02643338839212994,0.1279912789662685,0.376541694005331,-0.0846084753672276,-0.2307085196177159,-0.3548082510630284,-0.02510873476664166,0.08199079831441303,0.146291335423788,0.01409109433492084,0.007891257603963808,-0.0212082068125401,-0.03115884462992291,-0.1480583349863682,0.3131414254506435,-0.1420578161875401,0.3016916116078701,0.001091559727987246,0.179341872533163,-0.2321838537851963,0.08544119199117084,0.07449110349019428,-0.1177086035410557,0.2303415139516201,-0.1996587912241612,-0.125559250513712,-0.1177086035410557,-0.2702583471933995,-0.01070825258890729,0.2765413125356044,-0.375258843104044,-0.163558403650919,-0.09245912233988385,0.001491149266561465,-0.3552078406016026,-0.09555856386820416,0.0421920617421474,-0.02440873781839947,-0.3339084784189854,-0.3015083471933995,-0.2393087546030674,0.4162422021230068,0.057541449864706,0.057541449864706,-0.1952833334604893,0.0730911095937099,0.1757913430531826,0.3627916177113857,0.3052917321523037,-0.003558556238809629,0.6841913064320888,0.5002914269765224,0.2336421807607021
CTTN,-1.01509165763855,-0.3136918544769287,0.1846582889556885,-0.4885919094085693,-0.314741849899292,-0.4426915645599365,-0.0551917552947998,0.2890083789825439,-0.0953667163848877,1.295208215713501,-0.1281917095184326,-0.614241361618042,0.218858003616333,-0.2851417064666748,-0.1576416492462158,-0.6699416637420654,0.4029085636138916,-0.3088414669036865,0.2973835468292236,-0.4975416660308838,-0.01119160652160645,0.1034586429595947,-0.1982419490814209,1.275808095932007,-0.06894183158874512,-0.1253917217254639,0.1814835071563721,-0.01709151268005371,0.2278082370758057,0.31825852394104,0.2334082126617432,0.3228833675384521,0.2200081348419189,0.1850831508636475,-0.5014417171478271,0.2585084438323975,0.05603337287902832,0.2424585819244385,-0.5031421184539795,0.1822583675384521,0.03600811958312988,0.04058337211608887,-0.3354418277740479,-0.2459914684295654,-0.1672914028167725,0.08695816993713379,0.1193583011627197,-0.3629167079925537,0.1598584651947021,-0.5831167697906494,0.5381581783294678,-0.07149195671081543,-0.1978166103363037
CXCL2,-0.6781084934870405,-0.2415082852045698,-0.001908103624979951,-0.2185833851496382,-0.2674334446589155,-0.519958297411601,0.2103168567021685,0.1978418429692583,-0.1418083111445112,0.165191849072774,-0.1841082970301313,0.06124134858449271,0.04274197419484427,-0.2945082585016889,-0.1380584637324018,-0.3678832451502485,-0.1352584759394331,-0.2002082268397016,-0.1264579693476362,-0.3960082928339643,-0.02668360869089792,0.08209153016408255,-0.2415082852045698,0.130716522534688,-0.3854582707087202,0.03716679414113333,0.5188166697820025,0.3993417819341021,-0.1635585228602094,0.1350414355595904,-0.1030586163202925,0.1527916987737017,0.3636915286382036,0.4666668971379595,-0.2666333119074507,0.09614201386769583,-0.1968083779017133,0.06974144776662161,-0.3182084957758589,0.1263916095097857,-0.01333312193552683,-0.07403353850046823,0.1935417254765825,0.0642916758855181,-0.01755837599436472,0.253941734631856,0.3127414782841997,-0.06215838591257761,0.1213914950688677,-0.1529834667841596,-0.1289585034052534,-0.3201332489649458,4.383940895398458
